timestamp,irradiance,ambient_temperature,humidity,wind_speed,dust_index,rain_index,cloud_cover
2025-02-09 08:59:25.141142,275.2,22.6,64.7,2.39,7.9,0.0,62.8
2025-02-09 09:14:25.141142,322.8,25.3,58.1,2.44,13.5,0.0,59.0
2025-02-09 09:29:25.141142,325.8,27.9,57.8,2.33,13.5,0.0,60.8
2025-02-09 09:44:25.141142,352.7,22.7,63.2,2.65,8.2,0.0,59.5
2025-02-09 09:59:25.141142,442.0,27.2,59.5,2.75,3.7,0.0,51.3
2025-02-09 10:14:25.141142,437.9,28.3,57.4,3.73,15.5,0.0,53.4
2025-02-09 10:29:25.141142,470.5,27.2,58.0,3.05,5.3,0.0,51.4
2025-02-09 10:44:25.141142,438.3,26.7,50.0,3.12,10.1,0.0,55.8
2025-02-09 10:59:25.141142,440.7,28.2,54.3,3.48,7.6,0.0,56.5
2025-02-09 11:14:25.141142,484.1,29.6,51.6,4.02,12.2,0.0,53.0
2025-02-09 11:29:25.141142,485.5,29.9,48.2,4.23,7.1,0.0,53.3
2025-02-09 11:44:25.141142,450.8,29.7,48.1,4.25,12.8,0.0,57.0
2025-02-09 11:59:25.141142,488.9,30.0,49.7,4.21,9.9,0.0,53.4
2025-02-09 12:14:25.141142,457.2,32.1,43.4,4.58,7.3,0.0,56.4
2025-02-09 12:29:25.141142,488.1,32.2,42.1,4.59,20.2,0.0,53.1
2025-02-09 12:44:25.141142,445.3,32.4,43.1,5.27,15.3,0.0,56.8
2025-02-09 12:59:25.141142,461.5,30.1,47.4,4.61,17.1,0.0,54.5
2025-02-09 13:14:25.141142,421.7,32.0,37.9,4.52,18.2,0.0,57.6
2025-02-09 13:29:25.141142,440.0,30.9,37.5,4.46,10.4,0.0,54.7
2025-02-09 13:44:25.141142,408.1,33.5,44.6,4.86,17.6,0.0,56.8
2025-02-09 13:59:25.141142,375.9,30.4,32.1,5.2,12.6,0.0,58.8
2025-02-09 14:14:25.141142,401.8,33.1,31.3,4.98,12.9,0.0,54.1
2025-02-09 14:29:25.141142,354.3,31.8,37.2,4.91,18.0,0.0,57.6
2025-02-09 14:44:25.141142,348.0,31.2,35.8,4.72,11.3,0.0,56.1
2025-02-09 14:59:25.141142,295.6,30.7,35.5,4.46,22.8,0.0,60.4
2025-02-09 15:14:25.141142,252.6,30.3,38.1,4.44,23.0,0.0,63.7
2025-02-09 15:29:25.141142,236.2,32.6,31.4,4.36,20.8,0.0,63.3
2025-02-09 15:44:25.141142,181.6,32.2,37.0,4.49,15.5,0.0,69.1
2025-02-09 15:59:25.141142,155.6,28.9,38.5,4.54,11.9,0.0,70.6
2025-02-09 16:14:25.141142,118.9,29.8,29.4,3.91,11.8,0.0,74.6
2025-02-09 16:29:25.141142,89.9,31.8,23.7,3.66,12.8,0.0,77.9
2025-02-09 16:44:25.141142,57.1,31.0,28.7,3.84,13.4,0.0,83.3
2025-02-09 16:59:25.141142,26.9,29.0,39.3,4.01,9.0,0.0,90.3
2025-02-09 17:14:25.141142,5.1,28.1,37.8,3.99,21.9,0.0,0.0
2025-02-09 17:29:25.141142,0.0,28.2,34.6,3.32,8.3,0.0,0.0
2025-02-09 17:44:25.141142,0.0,28.7,25.5,3.01,2.0,0.0,0.0
2025-02-09 17:59:25.141142,0.0,29.7,36.0,3.16,9.4,0.0,0.0
2025-02-09 18:14:25.141142,0.0,27.3,24.2,2.6,1.5,0.0,0.0
2025-02-09 18:29:25.141142,0.0,25.8,38.5,2.86,8.2,0.0,0.0
2025-02-09 18:44:25.141142,0.0,28.8,33.7,2.75,7.5,0.0,0.0
2025-02-09 18:59:25.141142,0.0,24.1,38.8,2.17,10.7,0.0,0.0
2025-02-09 19:14:25.141142,0.0,26.1,29.9,1.93,11.0,0.0,0.0
2025-02-09 19:29:25.141142,0.0,24.0,34.2,1.72,1.8,0.0,0.0
2025-02-09 19:44:25.141142,0.0,23.1,34.8,1.89,0.1,0.0,0.0
2025-02-09 19:59:25.141142,0.0,24.9,35.8,2.27,7.5,0.0,0.0
2025-02-09 20:14:25.141142,0.0,21.8,42.5,1.53,3.0,0.0,0.0
2025-02-09 20:29:25.141142,0.0,22.3,47.9,1.32,1.3,0.0,0.0
2025-02-09 20:44:25.141142,0.0,23.9,31.6,1.61,3.4,0.0,0.0
2025-02-09 20:59:25.141142,0.0,21.3,39.5,1.43,12.0,0.0,0.0
2025-02-09 21:14:25.141142,0.0,22.0,48.4,0.95,0.0,0.0,0.0
2025-02-09 21:29:25.141142,0.0,22.0,38.9,1.08,0.1,0.0,0.0
2025-02-09 21:44:25.141142,0.0,22.1,45.4,1.15,0.0,0.0,0.0
2025-02-09 21:59:25.141142,0.0,21.8,48.1,1.06,6.9,0.0,0.0
2025-02-09 22:14:25.141142,0.0,19.6,51.9,1.54,6.8,0.0,0.0
2025-02-09 22:29:25.141142,0.0,19.9,60.4,1.04,1.9,0.0,0.0
2025-02-09 22:44:25.141142,0.0,21.5,44.1,1.44,5.9,0.0,0.0
2025-02-09 22:59:25.141142,0.0,18.7,47.3,1.44,0.0,0.0,0.0
2025-02-09 23:14:25.141142,0.0,18.5,69.9,0.99,7.0,0.0,0.0
2025-02-09 23:29:25.141142,0.0,17.3,49.3,1.31,0.0,0.0,0.0
2025-02-09 23:44:25.141142,0.0,15.6,49.2,1.56,1.1,0.0,0.0
2025-02-09 23:59:25.141142,0.0,14.4,53.4,1.5,7.8,0.0,0.0
2025-02-10 00:14:25.141142,0.0,15.9,58.5,4.39,0.4,0.0,0.0
2025-02-10 00:29:25.141142,0.0,15.3,62.8,3.78,10.2,0.0,0.0
2025-02-10 00:44:25.141142,0.0,15.8,57.2,3.65,11.8,0.0,0.0
2025-02-10 00:59:25.141142,0.0,16.7,67.0,3.74,11.3,0.0,0.0
2025-02-10 01:14:25.141142,0.0,17.1,51.3,3.18,12.7,0.0,0.0
2025-02-10 01:29:25.141142,0.0,16.8,60.5,4.05,13.8,0.0,0.0
2025-02-10 01:44:25.141142,0.0,16.6,69.2,3.19,9.5,0.0,0.0
2025-02-10 01:59:25.141142,0.0,13.0,57.4,5.56,7.1,0.0,0.0
2025-02-10 02:14:25.141142,0.0,13.1,69.5,2.66,3.0,0.0,0.0
2025-02-10 02:29:25.141142,0.0,15.1,71.5,4.39,11.7,0.0,0.0
2025-02-10 02:44:25.141142,0.0,16.5,71.3,2.36,0.0,0.0,0.0
2025-02-10 02:59:25.141142,0.0,11.5,69.8,2.06,0.0,0.0,0.0
2025-02-10 03:14:25.141142,0.0,15.4,61.7,2.1,12.9,0.0,0.0
2025-02-10 03:29:25.141142,0.0,17.0,67.2,1.74,8.8,0.0,0.0
2025-02-10 03:44:25.141142,0.0,16.6,72.3,2.32,4.3,0.0,0.0
2025-02-10 03:59:25.141142,0.0,15.2,75.5,1.7,7.4,0.0,0.0
2025-02-10 04:14:25.141142,0.0,13.7,77.2,1.63,0.0,0.0,0.0
2025-02-10 04:29:25.141142,0.0,15.9,78.0,1.45,7.2,0.0,0.0
2025-02-10 04:44:25.141142,0.0,17.5,58.5,1.21,3.5,0.0,0.0
2025-02-10 04:59:25.141142,0.0,15.1,73.4,1.09,11.0,0.0,0.0
2025-02-10 05:14:25.141142,0.0,16.7,68.0,1.73,9.6,0.0,0.0
2025-02-10 05:29:25.141142,0.0,15.9,67.3,1.12,1.7,0.0,0.0
2025-02-10 05:44:25.141142,0.0,14.5,74.3,0.94,11.9,0.0,0.0
2025-02-10 05:59:25.141142,0.0,16.3,72.5,1.23,7.5,0.0,0.0
2025-02-10 06:14:25.141142,0.0,15.8,78.0,1.08,7.7,0.0,0.0
2025-02-10 06:29:25.141142,0.0,17.5,70.6,1.37,3.3,0.0,0.0
2025-02-10 06:44:25.141142,4.0,19.9,72.0,1.16,12.1,0.0,0.0
2025-02-10 06:59:25.141142,24.8,19.9,73.8,1.69,4.6,0.0,90.7
2025-02-10 07:14:25.141142,62.3,19.7,66.8,1.32,2.8,0.0,81.3
2025-02-10 07:29:25.141142,91.4,21.1,74.2,1.56,10.5,0.0,77.0
2025-02-10 07:44:25.141142,136.6,20.9,64.5,1.83,5.3,0.0,70.3
2025-02-10 07:59:25.141142,178.1,22.0,69.9,1.97,4.8,0.0,65.8
2025-02-10 08:14:25.141142,190.2,22.3,58.5,1.84,12.1,0.0,67.2
2025-02-10 08:29:25.141142,223.2,26.5,58.5,2.17,5.3,0.0,64.9
2025-02-10 08:44:25.141142,247.5,25.4,69.3,1.96,14.7,0.0,64.1
2025-02-10 08:59:25.141142,298.8,22.3,60.7,2.33,6.4,0.0,59.6
2025-02-10 09:14:25.141142,352.6,25.2,67.9,2.11,4.7,0.0,55.2
2025-02-10 09:29:25.141142,375.2,22.9,56.9,2.51,9.6,0.0,54.8
2025-02-10 09:44:25.141142,345.9,27.6,51.3,2.7,11.5,0.0,60.3
2025-02-10 09:59:25.141142,385.6,27.1,72.9,7.35,18.1,0.0,57.5
2025-02-10 10:14:25.141142,433.3,28.9,61.0,3.13,2.5,0.0,53.9
2025-02-10 10:29:25.141142,430.5,29.6,56.2,3.49,5.6,0.0,55.5
2025-02-10 10:44:25.141142,422.7,26.4,52.5,3.48,12.4,0.0,57.4
2025-02-10 10:59:25.141142,453.9,27.9,56.4,3.56,11.1,0.0,55.2
2025-02-10 11:14:25.141142,498.2,29.3,53.3,4.25,15.6,0.0,51.6
2025-02-10 11:29:25.141142,477.5,28.9,50.3,4.06,7.9,0.0,54.1
2025-02-10 11:44:25.141142,470.4,30.7,45.5,4.22,18.4,0.0,55.1
2025-02-10 11:59:25.141142,490.9,29.4,53.5,4.26,16.6,0.0,53.2
2025-02-10 12:14:25.141142,454.3,30.4,39.7,4.2,20.3,0.0,56.6
2025-02-10 12:29:25.141142,509.7,29.6,39.9,4.75,15.3,0.0,51.1
2025-02-10 12:44:25.141142,504.6,33.5,44.0,4.75,14.3,0.0,51.0
2025-02-10 12:59:25.141142,442.7,28.2,51.7,4.6,13.7,0.0,56.4
2025-02-10 13:14:25.141142,441.0,29.0,49.4,5.14,17.0,0.0,55.7
2025-02-10 13:29:25.141142,430.4,32.1,38.7,4.68,9.2,0.0,55.7
2025-02-10 13:44:25.141142,406.9,32.0,49.8,4.48,11.6,0.0,56.9
2025-02-10 13:59:25.141142,350.9,30.3,40.1,4.67,21.9,0.0,61.5
2025-02-10 14:14:25.141142,379.3,30.7,37.1,4.72,14.7,0.0,56.7
2025-02-10 14:29:25.141142,347.4,29.2,39.6,5.01,15.2,0.0,58.4
2025-02-10 14:44:25.141142,298.8,31.9,30.5,4.94,14.5,0.0,62.3
2025-02-10 14:59:25.141142,282.7,32.7,35.1,4.63,14.7,0.0,62.1
2025-02-10 15:14:25.141142,276.9,31.9,35.4,4.73,17.0,0.0,60.2
2025-02-10 15:29:25.141142,230.2,30.5,35.1,4.35,7.3,0.0,64.2
2025-02-10 15:44:25.141142,191.6,30.0,30.7,4.73,9.6,0.0,67.4
2025-02-10 15:59:25.141142,165.8,29.9,39.6,3.99,11.8,0.0,68.7
2025-02-10 16:14:25.141142,141.6,31.9,34.1,4.09,10.7,0.0,69.8
2025-02-10 16:29:25.141142,92.0,32.1,32.3,4.23,9.6,0.0,77.3
2025-02-10 16:44:25.141142,62.5,29.9,31.3,3.86,10.3,0.0,81.7
2025-02-10 16:59:25.141142,30.7,29.4,32.3,3.92,8.4,0.0,88.9
2025-02-10 17:14:25.141142,5.7,30.1,33.6,3.32,6.9,0.0,0.0
2025-02-10 17:29:25.141142,0.0,28.9,34.9,3.2,3.6,0.0,0.0
2025-02-10 17:44:25.141142,0.0,28.2,39.4,3.11,13.1,0.0,0.0
2025-02-10 17:59:25.141142,0.0,27.9,28.2,3.27,9.9,0.0,0.0
2025-02-10 18:14:25.141142,0.0,29.5,37.7,3.28,15.4,0.0,0.0
2025-02-10 18:29:25.141142,0.0,28.2,37.9,2.34,5.6,0.0,0.0
2025-02-10 18:44:25.141142,0.0,28.8,39.4,2.88,18.3,0.0,0.0
2025-02-10 18:59:25.141142,0.0,25.6,32.7,2.42,11.9,0.0,0.0
2025-02-10 19:14:25.141142,0.0,25.4,33.8,2.12,1.5,0.0,0.0
2025-02-10 19:29:25.141142,0.0,28.2,36.0,1.82,3.0,0.0,0.0
2025-02-10 19:44:25.141142,0.0,24.4,30.7,1.7,12.4,0.0,0.0
2025-02-10 19:59:25.141142,0.0,22.4,35.3,1.8,2.9,0.0,0.0
2025-02-10 20:14:25.141142,0.0,25.0,36.0,1.52,16.6,0.0,0.0
2025-02-10 20:29:25.141142,0.0,23.3,48.9,1.14,9.3,0.0,0.0
2025-02-10 20:44:25.141142,0.0,23.6,43.2,1.87,6.1,0.0,0.0
2025-02-10 20:59:25.141142,0.0,23.8,40.0,1.4,5.5,0.0,0.0
2025-02-10 21:14:25.141142,0.0,22.4,34.5,1.44,10.8,0.0,0.0
2025-02-10 21:29:25.141142,0.0,19.9,39.9,1.32,14.6,0.0,0.0
2025-02-10 21:44:25.141142,0.0,20.1,53.7,1.37,6.8,0.0,0.0
2025-02-10 21:59:25.141142,0.0,20.0,55.7,0.91,3.0,0.0,0.0
2025-02-10 22:14:25.141142,0.0,20.5,44.8,1.16,2.4,0.0,0.0
2025-02-10 22:29:25.141142,0.0,20.2,52.2,1.64,4.5,0.0,0.0
2025-02-10 22:44:25.141142,0.0,17.8,56.4,1.7,5.8,0.0,0.0
2025-02-10 22:59:25.141142,0.0,16.8,51.6,1.66,4.0,0.0,0.0
2025-02-10 23:14:25.141142,0.0,15.0,53.8,2.24,6.1,0.0,0.0
2025-02-10 23:29:25.141142,0.0,18.9,55.5,1.17,3.0,0.0,0.0
2025-02-10 23:44:25.141142,0.0,18.3,57.9,1.27,0.0,0.0,0.0
2025-02-10 23:59:25.141142,0.0,17.4,64.7,2.08,0.0,0.0,0.0
2025-02-11 00:14:25.141142,0.0,15.2,50.8,3.84,18.9,0.0,0.0
2025-02-11 00:29:25.141142,0.0,13.7,61.8,4.34,13.6,0.0,0.0
2025-02-11 00:44:25.141142,0.0,13.9,59.8,4.17,8.4,0.0,0.0
2025-02-11 00:59:25.141142,0.0,14.4,68.3,3.73,12.0,0.0,0.0
2025-02-11 01:14:25.141142,0.0,14.6,57.2,3.85,14.6,0.0,0.0
2025-02-11 01:29:25.141142,0.0,16.3,73.7,3.49,14.3,0.0,0.0
2025-02-11 01:44:25.141142,0.0,14.6,77.9,2.98,11.0,0.0,0.0
2025-02-11 01:59:25.141142,0.0,14.9,62.6,4.63,21.3,0.0,0.0
2025-02-11 02:14:25.141142,0.0,14.4,72.2,2.76,2.2,0.0,0.0
2025-02-11 02:29:25.141142,0.0,16.7,65.7,2.48,6.0,0.0,0.0
2025-02-11 02:44:25.141142,0.0,17.3,73.4,3.02,5.0,0.0,0.0
2025-02-11 02:59:25.141142,0.0,17.1,64.9,2.42,1.6,0.0,0.0
2025-02-11 03:14:25.141142,0.0,16.1,62.5,1.94,11.5,0.0,0.0
2025-02-11 03:29:25.141142,0.0,17.6,66.6,2.28,10.0,0.0,0.0
2025-02-11 03:44:25.141142,0.0,12.7,66.4,2.08,8.5,0.0,0.0
2025-02-11 03:59:25.141142,0.0,13.6,70.3,1.45,8.6,0.0,0.0
2025-02-11 04:14:25.141142,0.0,14.4,65.7,1.34,1.6,0.0,0.0
2025-02-11 04:29:25.141142,0.0,16.4,77.0,1.3,0.0,0.0,0.0
2025-02-11 04:44:25.141142,0.0,18.0,69.3,1.72,2.5,0.0,0.0
2025-02-11 04:59:25.141142,0.0,17.9,67.8,1.45,0.0,0.0,0.0
2025-02-11 05:14:25.141142,0.0,16.0,65.6,1.58,7.0,0.0,0.0
2025-02-11 05:29:25.141142,0.0,17.9,83.7,1.5,3.9,0.0,0.0
2025-02-11 05:44:25.141142,0.0,16.1,74.5,1.25,0.0,0.0,0.0
2025-02-11 05:59:25.141142,0.0,14.6,73.4,0.93,0.0,0.0,0.0
2025-02-11 06:14:25.141142,0.0,16.5,77.5,2.23,3.2,0.0,0.0
2025-02-11 06:29:25.141142,0.0,19.0,73.2,1.31,7.6,0.0,0.0
2025-02-11 06:44:25.141142,4.9,17.9,77.7,1.07,0.0,0.0,0.0
2025-02-11 06:59:25.141142,25.4,20.4,71.7,2.79,11.2,0.0,90.5
2025-02-11 07:14:25.141142,61.7,21.7,64.0,1.49,5.0,0.0,81.5
2025-02-11 07:29:25.141142,91.6,17.8,79.0,1.68,4.6,0.0,76.9
2025-02-11 07:44:25.141142,129.2,15.8,72.4,1.76,4.4,0.0,71.9
2025-02-11 07:59:25.141142,180.9,20.8,66.2,1.45,0.0,0.0,65.3
2025-02-11 08:14:25.141142,211.2,22.1,66.4,1.69,4.8,0.0,63.6
2025-02-11 08:29:25.141142,254.5,24.6,59.9,2.14,5.3,0.0,60.0
2025-02-11 08:44:25.141142,278.3,25.9,61.5,2.17,7.7,0.0,59.6
2025-02-11 08:59:25.141142,314.0,22.2,66.2,2.04,3.0,0.0,57.5
2025-02-11 09:14:25.141142,318.1,22.3,55.2,2.4,3.4,0.0,59.6
2025-02-11 09:29:25.141142,350.6,25.2,53.6,2.47,9.1,0.0,57.8
2025-02-11 09:44:25.141142,375.4,28.9,60.3,2.97,5.9,0.0,56.9
2025-02-11 09:59:25.141142,385.3,28.1,56.5,2.76,11.5,0.0,57.5
2025-02-11 10:14:25.141142,467.1,27.6,55.4,3.23,6.4,0.0,50.3
2025-02-11 10:29:25.141142,442.4,27.5,57.5,3.01,7.3,0.0,54.3
2025-02-11 10:44:25.141142,486.5,27.9,52.7,3.64,10.9,0.0,51.0
2025-02-11 10:59:25.141142,465.7,31.9,44.3,3.42,16.6,0.0,54.0
2025-02-11 11:14:25.141142,506.4,32.8,48.4,3.62,9.7,0.0,50.8
2025-02-11 11:29:25.141142,470.6,27.7,50.8,3.99,17.5,0.0,54.8
2025-02-11 11:44:25.141142,508.1,30.9,46.9,3.78,7.1,0.0,51.5
2025-02-11 11:59:25.141142,513.0,29.0,58.5,4.84,3.2,0.0,51.1
2025-02-11 12:14:25.141142,492.8,32.2,46.9,4.27,0.8,0.0,53.0
2025-02-11 12:29:25.141142,505.7,30.8,43.6,4.13,10.9,0.0,51.4
2025-02-11 12:44:25.141142,472.6,32.8,37.8,4.9,7.5,0.0,54.2
2025-02-11 12:59:25.141142,460.3,33.1,50.2,4.4,0.0,0.0,54.7
2025-02-11 13:14:25.141142,423.0,31.3,33.9,12.95,29.8,0.0,57.5
2025-02-11 13:29:25.141142,398.7,33.8,37.0,5.01,20.9,0.0,59.0
2025-02-11 13:44:25.141142,455.4,34.9,33.6,4.58,11.5,0.0,51.7
2025-02-11 13:59:25.141142,428.4,33.0,34.2,4.59,14.2,0.0,53.0
2025-02-11 14:14:25.141142,390.7,32.5,36.0,4.99,19.4,0.0,55.4
2025-02-11 14:29:25.141142,349.2,30.9,34.3,5.0,11.8,0.0,58.2
2025-02-11 14:44:25.141142,290.2,30.4,44.3,4.68,20.3,0.0,63.4
2025-02-11 14:59:25.141142,323.8,32.7,30.1,5.0,10.5,0.0,56.6
2025-02-11 15:14:25.141142,264.1,31.7,29.1,4.44,13.6,0.0,62.0
2025-02-11 15:29:25.141142,240.5,32.5,28.3,8.33,22.7,0.0,62.6
2025-02-11 15:44:25.141142,218.1,29.0,28.9,4.37,12.3,0.0,62.8
2025-02-11 15:59:25.141142,159.0,33.5,35.4,7.48,32.0,0.0,69.9
2025-02-11 16:14:25.141142,129.9,31.5,35.8,4.19,9.4,0.0,72.3
2025-02-11 16:29:25.141142,99.2,34.3,29.1,3.91,3.6,0.0,75.6
2025-02-11 16:44:25.141142,62.7,29.9,31.2,3.7,20.3,0.0,81.7
2025-02-11 16:59:25.141142,29.4,29.5,30.6,3.73,11.8,0.0,89.4
2025-02-11 17:14:25.141142,6.3,28.8,26.2,3.55,8.6,0.0,0.0
2025-02-11 17:29:25.141142,0.0,26.8,30.8,3.59,5.5,0.0,0.0
2025-02-11 17:44:25.141142,0.0,29.3,37.8,3.28,11.0,0.0,0.0
2025-02-11 17:59:25.141142,0.0,28.1,36.5,2.91,17.0,0.0,0.0
2025-02-11 18:14:25.141142,0.0,26.8,31.4,2.95,1.0,0.0,0.0
2025-02-11 18:29:25.141142,0.0,27.6,38.1,2.4,0.0,0.0,0.0
2025-02-11 18:44:25.141142,0.0,28.5,30.1,2.28,4.2,0.0,0.0
2025-02-11 18:59:25.141142,0.0,28.2,32.9,2.35,0.0,0.0,0.0
2025-02-11 19:14:25.141142,0.0,25.6,32.3,2.17,5.3,0.0,0.0
2025-02-11 19:29:25.141142,0.0,25.4,32.8,2.0,5.4,0.0,0.0
2025-02-11 19:44:25.141142,0.0,24.5,39.2,1.92,1.4,0.0,0.0
2025-02-11 19:59:25.141142,0.0,24.9,48.2,1.49,0.0,0.0,0.0
2025-02-11 20:14:25.141142,0.0,21.6,40.9,1.8,7.7,0.0,0.0
2025-02-11 20:29:25.141142,0.0,25.3,47.0,1.77,14.4,0.0,0.0
2025-02-11 20:44:25.141142,0.0,24.8,36.9,1.39,2.8,0.0,0.0
2025-02-11 20:59:25.141142,0.0,23.4,43.2,1.42,7.9,0.0,0.0
2025-02-11 21:14:25.141142,0.0,21.4,48.0,2.4,4.5,0.0,0.0
2025-02-11 21:29:25.141142,0.0,24.4,43.8,1.33,3.3,0.0,0.0
2025-02-11 21:44:25.141142,0.0,23.4,44.1,1.19,8.4,0.0,0.0
2025-02-11 21:59:25.141142,0.0,20.9,46.2,1.35,3.8,0.0,0.0
2025-02-11 22:14:25.141142,0.0,21.7,43.6,1.63,15.3,0.0,0.0
2025-02-11 22:29:25.141142,0.0,21.5,51.5,1.11,5.8,0.0,0.0
2025-02-11 22:44:25.141142,0.0,21.1,43.8,2.38,0.0,0.0,0.0
2025-02-11 22:59:25.141142,0.0,18.0,45.1,3.64,14.7,0.0,0.0
2025-02-11 23:14:25.141142,0.0,19.6,59.7,3.42,5.2,0.0,0.0
2025-02-11 23:29:25.141142,0.0,16.4,49.4,1.34,5.2,0.0,0.0
2025-02-11 23:44:25.141142,0.0,18.6,56.8,1.33,10.9,0.0,0.0
2025-02-11 23:59:25.141142,0.0,18.7,48.0,1.71,0.4,0.0,0.0
2025-02-12 00:14:25.141142,0.0,15.4,57.7,3.95,19.7,0.0,0.0
2025-02-12 00:29:25.141142,0.0,17.3,57.8,4.02,14.4,0.0,0.0
2025-02-12 00:44:25.141142,0.0,16.8,61.6,3.79,5.1,0.0,0.0
2025-02-12 00:59:25.141142,0.0,15.3,52.9,3.71,10.1,0.0,0.0
2025-02-12 01:14:25.141142,0.0,14.5,69.2,3.44,14.0,0.0,0.0
2025-02-12 01:29:25.141142,0.0,14.8,69.4,3.64,7.2,0.0,0.0
2025-02-12 01:44:25.141142,0.0,16.8,57.0,3.16,4.1,0.0,0.0
2025-02-12 01:59:25.141142,0.0,16.6,65.5,2.77,0.0,0.0,0.0
2025-02-12 02:14:25.141142,0.0,16.2,67.7,2.93,6.4,0.0,0.0
2025-02-12 02:29:25.141142,0.0,14.9,71.0,2.85,11.4,0.0,0.0
2025-02-12 02:44:25.141142,0.0,16.4,69.9,2.43,6.5,0.0,0.0
2025-02-12 02:59:25.141142,0.0,15.3,78.4,2.37,7.8,0.0,0.0
2025-02-12 03:14:25.141142,0.0,13.6,70.8,2.11,4.4,0.0,0.0
2025-02-12 03:29:25.141142,0.0,15.3,75.0,1.81,0.6,0.0,0.0
2025-02-12 03:44:25.141142,0.0,15.2,66.5,1.9,8.6,0.0,0.0
2025-02-12 03:59:25.141142,0.0,17.4,64.4,1.84,9.6,0.0,0.0
2025-02-12 04:14:25.141142,0.0,18.2,63.8,1.43,0.9,0.0,0.0
2025-02-12 04:29:25.141142,0.0,14.8,77.3,3.0,11.9,0.0,0.0
2025-02-12 04:44:25.141142,0.0,15.6,80.6,1.66,3.6,0.0,0.0
2025-02-12 04:59:25.141142,0.0,16.4,77.9,2.38,3.1,0.0,0.0
2025-02-12 05:14:25.141142,0.0,17.2,71.2,1.04,11.3,0.0,0.0
2025-02-12 05:29:25.141142,0.0,12.6,68.9,1.04,4.1,0.0,0.0
2025-02-12 05:44:25.141142,0.0,13.9,75.0,1.53,8.5,0.0,0.0
2025-02-12 05:59:25.141142,0.0,16.5,69.2,1.36,5.7,0.0,0.0
2025-02-12 06:14:25.141142,0.0,17.0,71.2,1.01,0.0,0.0,0.0
2025-02-12 06:29:25.141142,0.0,15.9,73.3,1.75,6.1,0.0,0.0
2025-02-12 06:44:25.141142,5.4,17.3,68.4,1.42,12.0,0.0,0.0
2025-02-12 06:59:25.141142,28.2,18.7,68.7,1.11,2.5,0.0,89.5
2025-02-12 07:14:25.141142,62.5,21.3,69.4,1.73,0.0,0.0,81.3
2025-02-12 07:29:25.141142,90.9,20.1,67.4,1.75,5.0,0.0,77.1
2025-02-12 07:44:25.141142,121.1,20.4,67.6,1.63,10.2,0.0,73.7
2025-02-12 07:59:25.141142,179.9,19.4,73.5,1.89,10.3,0.0,65.5
2025-02-12 08:14:25.141142,224.2,23.2,62.6,1.61,1.2,0.0,61.3
2025-02-12 08:29:25.141142,243.3,24.0,67.1,1.82,11.5,0.0,61.7
