timestamp,voltage,current,power_output,expected_power,performance_ratio,panel_temperature,inverter_temperature,ambient_temperature,irradiance,degradation_factor,is_fault,fault_id,humidity,wind_speed,dust_index,rain_index,cloud_cover
2025-02-09 06:14:25.141142,33.5,0.0,0.0,0.0,0.0,15.8,32.1,15.7,0.0,1.0,0,0,68.8,1.17,4.7,0.0,0.0
2025-02-09 06:29:25.141142,32.21,0.0,0.0,0.0,0.0,22.9,33.9,20.5,0.0,1.0,0,0,70.1,0.95,0.0,0.0,0.0
2025-02-09 06:44:25.141142,32.83,4.75,155.9,149.3,1.044,14.8,29.7,17.9,37.3,1.0,0,0,70.8,1.34,0.0,0.0,0.0
2025-02-09 06:59:25.141142,32.96,7.901,260.4,250.3,1.0402,19.2,32.6,19.5,62.6,1.0,0,0,73.9,1.29,0.0,0.0,91.1
2025-02-09 07:14:25.141142,33.32,11.949,398.1,396.2,1.005,23.6,45.4,21.6,99.0,1.0,0,0,72.2,1.07,0.0,0.0,83.3
2025-02-09 07:29:25.141142,33.02,16.06,530.3,538.5,0.9846,27.5,43.4,21.6,134.6,1.0,0,0,73.2,1.53,0.0,0.0,76.9
2025-02-09 07:44:25.141142,33.01,20.575,679.1,688.4,0.9865,30.5,44.6,25.0,172.1,1.0,0,0,70.7,1.38,12.1,0.0,73.4
2025-02-09 07:59:25.141142,33.41,27.075,904.5,912.5,0.9912,26.9,38.8,20.1,228.1,1.0,0,0,60.1,1.45,0.0,0.0,66.1
2025-02-09 08:14:25.141142,33.08,25.396,840.1,852.9,0.985,28.6,41.4,25.5,213.2,1.0,0,0,71.1,2.36,3.7,0.0,66.8
2025-02-09 08:29:25.141142,33.41,31.387,1048.6,1079.2,0.9716,34.3,50.0,24.6,269.8,1.0,0,0,61.5,1.67,5.4,0.0,62.9
2025-02-09 08:44:25.141142,33.13,35.986,1192.3,1226.5,0.9721,34.6,45.5,25.4,306.6,1.0,0,0,55.3,2.25,14.5,0.0,62.2
2025-02-09 08:59:25.141142,32.97,30.528,1006.5,1088.0,0.9251,35.4,40.1,23.5,272.0,1.0,0,0,64.7,2.39,7.9,0.0,62.8
2025-02-09 09:14:25.141142,34.57,42.14,1456.7,1449.2,1.0052,29.1,45.5,22.7,362.3,1.0,0,0,58.1,2.44,13.5,0.0,59.0
2025-02-09 09:29:25.141142,33.47,38.566,1290.7,1316.6,0.9803,34.8,52.0,25.2,329.1,1.0,0,0,57.8,2.33,13.5,0.0,60.8
2025-02-09 09:44:25.141142,34.0,38.494,1308.9,1334.0,0.9812,31.1,39.4,23.4,333.5,1.0,0,0,63.2,2.65,8.2,0.0,59.5
2025-02-09 09:59:25.141142,34.89,50.973,1778.7,1916.0,0.9283,35.6,43.8,23.6,479.0,1.0,0,0,59.5,2.75,3.7,0.0,51.3
2025-02-09 10:14:25.141142,34.86,53.325,1859.0,2007.1,0.9263,39.8,45.2,26.1,501.8,1.0,0,0,57.4,3.73,15.5,0.0,53.4
2025-02-09 10:29:25.141142,34.23,52.054,1782.0,1979.2,0.9003,46.1,50.8,28.1,494.8,1.0,0,0,58.0,3.05,5.3,0.0,51.4
2025-02-09 10:44:25.141142,34.56,48.069,1661.1,1710.6,0.9711,35.9,48.6,23.0,427.6,1.0,0,0,50.0,3.12,10.1,0.0,55.8
2025-02-09 10:59:25.141142,33.13,45.512,1507.7,1613.5,0.9344,40.5,48.7,29.0,403.4,1.0,0,0,54.3,3.48,7.6,0.0,56.5
2025-02-09 11:14:25.141142,34.14,58.007,1980.6,2039.0,0.9714,38.8,50.4,24.0,509.7,1.0,0,0,51.6,4.02,12.2,0.0,53.0
2025-02-09 11:29:25.141142,34.16,53.027,1811.2,1898.1,0.9542,40.9,52.6,26.0,474.5,1.0,0,0,48.2,4.23,7.1,0.0,53.3
2025-02-09 11:44:25.141142,34.22,46.705,1598.2,1693.4,0.9438,37.8,47.2,26.0,423.4,1.0,0,0,48.1,4.25,12.8,0.0,57.0
2025-02-09 11:59:25.141142,34.29,53.91,1848.8,1956.2,0.9451,40.9,53.7,25.7,489.0,1.0,0,0,49.7,4.21,9.9,0.0,53.4
2025-02-09 12:14:25.141142,33.62,45.033,1513.8,1634.0,0.9264,38.8,47.6,26.2,408.5,1.0,0,0,43.4,4.58,7.3,0.0,56.4
2025-02-09 12:29:25.141142,35.04,59.496,2084.9,2222.1,0.9383,43.3,54.5,26.9,555.5,1.0,0,0,42.1,4.59,20.2,0.0,53.1
2025-02-09 12:44:25.141142,33.77,47.476,1603.1,1755.0,0.9134,43.0,49.8,29.0,438.7,1.0,0,0,43.1,5.27,15.3,0.0,56.8
2025-02-09 12:59:25.141142,33.87,53.776,1821.6,1993.8,0.9136,39.4,53.2,26.0,498.4,1.0,0,0,47.4,4.61,17.1,0.0,54.5
2025-02-09 13:14:25.141142,34.66,46.887,1625.2,1721.1,0.9443,36.9,43.5,24.4,430.3,1.0,0,0,37.9,4.52,18.2,0.0,57.6
2025-02-09 13:29:25.141142,34.62,48.839,1690.9,1805.2,0.9367,34.8,52.7,23.9,451.3,1.0,0,0,37.5,4.46,10.4,0.0,54.7
2025-02-09 13:44:25.141142,34.56,49.566,1712.8,1761.0,0.9727,36.1,45.5,26.5,440.2,1.0,0,0,44.6,4.86,17.6,0.0,56.8
2025-02-09 13:59:25.141142,34.0,41.505,1411.1,1478.7,0.9543,41.0,51.5,27.2,369.7,1.0,0,0,32.1,5.2,12.6,0.0,58.8
2025-02-09 14:14:25.141142,34.21,52.308,1789.4,1849.8,0.9674,39.4,49.5,24.0,462.4,1.0,0,0,31.3,4.98,12.9,0.0,54.1
2025-02-09 14:29:25.141142,33.6,46.276,1554.7,1647.6,0.9436,41.9,54.9,26.8,411.9,1.0,0,0,37.2,4.91,18.0,0.0,57.6
2025-02-09 14:44:25.141142,32.59,46.978,1530.8,1627.7,0.9405,43.1,53.9,29.0,406.9,1.0,0,0,35.8,4.72,11.3,0.0,56.1
2025-02-09 14:59:25.141142,33.33,42.694,1422.8,1491.6,0.9539,36.7,52.2,27.0,372.9,1.0,0,0,35.5,4.46,22.8,0.0,60.4
2025-02-09 15:14:25.141142,34.23,35.198,1205.0,1244.0,0.9686,27.5,40.9,22.5,311.0,1.0,0,0,38.1,4.44,23.0,0.0,63.7
2025-02-09 15:29:25.141142,33.3,37.435,1246.6,1251.5,0.9961,33.5,45.4,25.6,312.9,1.0,0,0,31.4,4.36,20.8,0.0,63.3
2025-02-09 15:44:25.141142,33.25,24.184,804.0,829.4,0.9694,32.1,50.1,25.0,207.4,1.0,0,0,37.0,4.49,15.5,0.0,69.1
2025-02-09 15:59:25.141142,32.55,23.491,764.7,755.2,1.0126,28.6,39.9,22.8,188.8,1.0,0,0,38.5,4.54,11.9,0.0,70.6
2025-02-09 16:14:25.141142,33.01,18.195,600.6,601.7,0.9981,28.6,46.1,24.0,150.4,1.0,0,0,29.4,3.91,11.8,0.0,74.6
2025-02-09 16:29:25.141142,32.95,16.394,540.1,547.3,0.9869,26.6,39.8,23.3,136.8,1.0,0,0,23.7,3.66,12.8,0.0,77.9
2025-02-09 16:44:25.141142,33.37,12.98,433.1,428.6,1.0107,24.6,38.5,23.7,107.1,1.0,0,0,28.7,3.84,13.4,0.0,83.3
2025-02-09 16:59:25.141142,32.26,8.632,278.5,281.1,0.9908,27.3,33.8,21.9,70.3,1.0,0,0,39.3,4.01,9.0,0.0,90.3
2025-02-09 17:14:25.141142,32.43,5.822,188.8,181.8,1.0387,24.3,37.5,21.8,45.4,1.0,0,0,37.8,3.99,21.9,0.0,0.0
2025-02-09 17:29:25.141142,33.3,0.516,17.2,17.2,1.0003,18.9,33.0,17.7,4.3,1.0,0,0,34.6,3.32,8.3,0.0,0.0
2025-02-09 17:44:25.141142,32.25,0.0,0.0,0.0,0.0,16.2,33.2,19.2,0.0,1.0,0,0,25.5,3.01,2.0,0.0,0.0
2025-02-09 17:59:25.141142,32.45,0.0,0.0,0.0,0.0,16.8,31.2,17.2,0.0,1.0,0,0,36.0,3.16,9.4,0.0,0.0
2025-02-09 18:14:25.141142,31.87,0.0,0.0,0.0,0.0,21.7,39.7,20.5,0.0,1.0,0,0,24.2,2.6,1.5,0.0,0.0
2025-02-09 18:29:25.141142,32.67,0.0,0.0,0.0,0.0,18.8,23.1,14.9,0.0,1.0,0,0,38.5,2.86,8.2,0.0,0.0
2025-02-09 18:44:25.141142,33.05,0.0,0.0,0.0,0.0,14.9,26.7,12.7,0.0,1.0,0,0,33.7,2.75,7.5,0.0,0.0
2025-02-09 18:59:25.141142,33.11,0.0,0.0,0.0,0.0,13.1,29.2,13.8,0.0,1.0,0,0,38.8,2.17,10.7,0.0,0.0
2025-02-09 19:14:25.141142,32.48,0.0,0.0,0.0,0.0,17.0,35.0,15.7,0.0,1.0,0,0,29.9,1.93,11.0,0.0,0.0
2025-02-09 19:29:25.141142,33.33,0.0,0.0,0.0,0.0,12.3,27.1,11.6,0.0,1.0,0,0,34.2,1.72,1.8,0.0,0.0
2025-02-09 19:44:25.141142,33.64,0.0,0.0,0.0,0.0,13.0,21.7,11.4,0.0,1.0,0,0,34.8,1.89,0.1,0.0,0.0
2025-02-09 19:59:25.141142,32.85,0.0,0.0,0.0,0.0,15.4,32.4,16.0,0.0,1.0,0,0,35.8,2.27,7.5,0.0,0.0
2025-02-09 20:14:25.141142,32.76,0.0,0.0,0.0,0.0,11.8,22.6,11.4,0.0,1.0,0,0,42.5,1.53,3.0,0.0,0.0
2025-02-09 20:29:25.141142,33.18,0.0,0.0,0.0,0.0,14.1,34.9,15.8,0.0,1.0,0,0,47.9,1.32,1.3,0.0,0.0
2025-02-09 20:44:25.141142,33.27,0.0,0.0,0.0,0.0,10.1,27.2,10.8,0.0,1.0,0,0,31.6,1.61,3.4,0.0,0.0
2025-02-09 20:59:25.141142,32.93,0.0,0.0,0.0,0.0,11.2,24.1,8.7,0.0,1.0,0,0,39.5,1.43,12.0,0.0,0.0
2025-02-09 21:14:25.141142,33.61,0.0,0.0,0.0,0.0,11.0,28.2,10.6,0.0,1.0,0,0,48.4,0.95,0.0,0.0,0.0
2025-02-09 21:29:25.141142,33.62,0.0,0.0,0.0,0.0,6.9,21.5,9.7,0.0,1.0,0,0,38.9,1.08,0.1,0.0,0.0
2025-02-09 21:44:25.141142,33.8,0.0,0.0,0.0,0.0,8.5,18.1,9.4,0.0,1.0,0,0,45.4,1.15,0.0,0.0,0.0
2025-02-09 21:59:25.141142,33.26,0.0,0.0,0.0,0.0,12.8,29.8,11.5,0.0,1.0,0,0,48.1,1.06,6.9,0.0,0.0
2025-02-09 22:14:25.141142,32.97,0.0,0.0,0.0,0.0,8.3,28.2,11.8,0.0,1.0,0,0,51.9,1.54,6.8,0.0,0.0
2025-02-09 22:29:25.141142,33.42,0.0,0.0,0.0,0.0,15.5,35.4,14.0,0.0,1.0,0,0,60.4,1.04,1.9,0.0,0.0
2025-02-09 22:44:25.141142,32.92,0.0,0.0,0.0,0.0,12.5,25.0,10.4,0.0,1.0,0,0,44.1,1.44,5.9,0.0,0.0
2025-02-09 22:59:25.141142,33.46,0.0,0.0,0.0,0.0,12.1,22.9,11.5,0.0,1.0,0,0,47.3,1.44,0.0,0.0,0.0
2025-02-09 23:14:25.141142,33.69,0.0,0.0,0.0,0.0,6.9,18.6,8.1,0.0,1.0,0,0,69.9,0.99,7.0,0.0,0.0
2025-02-09 23:29:25.141142,33.92,0.0,0.0,0.0,0.0,5.7,22.4,8.9,0.0,1.0,0,0,49.3,1.31,0.0,0.0,0.0
2025-02-09 23:44:25.141142,33.61,0.0,0.0,0.0,0.0,11.2,29.8,13.3,0.0,1.0,0,0,49.2,1.56,1.1,0.0,0.0
2025-02-09 23:59:25.141142,32.53,0.0,0.0,0.0,0.0,16.6,31.4,13.5,0.0,1.0,0,0,53.4,1.5,7.8,0.0,0.0
2025-02-10 00:14:25.141142,32.83,0.0,0.0,0.0,0.0,13.7,31.7,14.0,0.0,1.0,0,0,58.5,4.39,0.4,0.0,0.0
2025-02-10 00:29:25.141142,33.58,0.0,0.0,0.0,0.0,13.1,28.8,10.6,0.0,1.0,0,0,62.8,3.78,10.2,0.0,0.0
2025-02-10 00:44:25.141142,33.84,0.0,0.0,0.0,0.0,7.6,24.1,8.3,0.0,1.0,0,0,57.2,3.65,11.8,0.0,0.0
2025-02-10 00:59:25.141142,33.39,0.0,0.0,0.0,0.0,8.1,23.2,9.5,0.0,1.0,0,0,67.0,3.74,11.3,0.0,0.0
2025-02-10 01:14:25.141142,33.89,0.0,0.0,0.0,0.0,10.4,25.2,10.5,0.0,1.0,0,0,51.3,3.18,12.7,0.0,0.0
2025-02-10 01:29:25.141142,33.97,0.0,0.0,0.0,0.0,12.8,28.8,10.2,0.0,1.0,0,0,60.5,4.05,13.8,0.0,0.0
2025-02-10 01:44:25.141142,32.96,0.0,0.0,0.0,0.0,13.0,25.7,11.8,0.0,1.0,0,0,69.2,3.19,9.5,0.0,0.0
2025-02-10 01:59:25.141142,33.02,0.0,0.0,0.0,0.0,11.2,31.9,13.3,0.0,1.0,0,0,57.4,5.56,7.1,0.0,0.0
2025-02-10 02:14:25.141142,32.94,0.0,0.0,0.0,0.0,8.6,27.6,10.1,0.0,1.0,0,0,69.5,2.66,3.0,0.0,0.0
2025-02-10 02:29:25.141142,32.83,0.0,0.0,0.0,0.0,13.5,34.7,16.2,0.0,1.0,0,0,71.5,4.39,11.7,0.0,0.0
2025-02-10 02:44:25.141142,32.88,0.0,0.0,0.0,0.0,15.5,28.1,12.9,0.0,1.0,0,0,71.3,2.36,0.0,0.0,0.0
2025-02-10 02:59:25.141142,32.71,0.0,0.0,0.0,0.0,16.2,33.8,15.8,0.0,1.0,0,0,69.8,2.06,0.0,0.0,0.0
2025-02-10 03:14:25.141142,32.45,0.0,0.0,0.0,0.0,14.9,27.6,14.3,0.0,1.0,0,0,61.7,2.1,12.9,0.0,0.0
2025-02-10 03:29:25.141142,32.45,0.0,0.0,0.0,0.0,19.1,30.7,18.2,0.0,1.0,0,0,67.2,1.74,8.8,0.0,0.0
2025-02-10 03:44:25.141142,33.34,0.0,0.0,0.0,0.0,11.9,20.2,12.0,0.0,1.0,0,0,72.3,2.32,4.3,0.0,0.0
2025-02-10 03:59:25.141142,32.93,0.0,0.0,0.0,0.0,12.3,22.5,13.7,0.0,1.0,0,0,75.5,1.7,7.4,0.0,0.0
2025-02-10 04:14:25.141142,32.78,0.0,0.0,0.0,0.0,10.2,28.9,14.2,0.0,1.0,0,0,77.2,1.63,0.0,0.0,0.0
2025-02-10 04:29:25.141142,32.72,0.0,0.0,0.0,0.0,16.4,31.1,16.1,0.0,1.0,0,0,78.0,1.45,7.2,0.0,0.0
2025-02-10 04:44:25.141142,32.43,0.0,0.0,0.0,0.0,20.8,39.4,16.4,0.0,1.0,0,0,58.5,1.21,3.5,0.0,0.0
2025-02-10 04:59:25.141142,33.03,0.0,0.0,0.0,0.0,15.5,30.8,17.5,0.0,1.0,0,0,73.4,1.09,11.0,0.0,0.0
2025-02-10 05:14:25.141142,33.22,0.0,0.0,0.0,0.0,13.9,36.5,17.5,0.0,1.0,0,0,68.0,1.73,9.6,0.0,0.0
2025-02-10 05:29:25.141142,33.36,0.0,0.0,0.0,0.0,18.2,36.3,18.8,0.0,1.0,0,0,67.3,1.12,1.7,0.0,0.0
2025-02-10 05:44:25.141142,32.6,0.0,0.0,0.0,0.0,18.0,35.6,17.3,0.0,1.0,0,0,74.3,0.94,11.9,0.0,0.0
2025-02-10 05:59:25.141142,32.83,0.0,0.0,0.0,0.0,17.7,37.1,19.7,0.0,1.0,0,0,72.5,1.23,7.5,0.0,0.0
2025-02-10 06:14:25.141142,32.0,0.0,0.0,0.0,0.0,23.7,35.9,24.9,0.0,1.0,0,0,78.0,1.08,7.7,0.0,0.0
2025-02-10 06:29:25.141142,33.07,0.168,5.5,5.4,1.0276,17.3,34.1,19.8,1.3,1.0,0,0,70.6,1.37,3.3,0.0,0.0
2025-02-10 06:44:25.141142,33.74,4.901,165.3,166.5,0.9932,18.8,36.0,17.4,41.6,1.0,0,0,72.0,1.16,12.1,0.0,0.0
2025-02-10 06:59:25.141142,32.98,8.044,265.3,261.6,1.0142,22.2,35.6,19.6,65.4,1.0,0,0,73.8,1.69,4.6,0.0,90.7
2025-02-10 07:14:25.141142,32.78,15.321,502.2,495.7,1.013,23.4,36.9,20.4,123.9,1.0,0,0,66.8,1.32,2.8,0.0,81.3
2025-02-10 07:29:25.141142,33.91,17.49,593.1,581.6,1.0199,22.6,37.0,20.0,145.4,1.0,0,0,74.2,1.56,10.5,0.0,77.0
2025-02-10 07:44:25.141142,33.54,22.854,766.5,785.0,0.9764,29.6,45.1,22.5,196.3,1.0,0,0,64.5,1.83,5.3,0.0,70.3
2025-02-10 07:59:25.141142,32.74,28.852,944.6,955.8,0.9884,33.0,40.1,24.3,238.9,1.0,0,0,69.9,1.97,4.8,0.0,65.8
2025-02-10 08:14:25.141142,33.43,25.824,863.4,902.2,0.957,27.0,35.4,20.6,225.5,1.0,0,0,58.5,1.84,12.1,0.0,67.2
2025-02-10 08:29:25.141142,33.98,26.614,904.5,935.1,0.9672,28.0,42.2,20.2,233.8,1.0,0,0,58.5,2.17,5.3,0.0,64.9
2025-02-10 08:44:25.141142,33.2,30.752,1021.0,1083.6,0.9422,38.8,49.2,29.0,270.9,1.0,0,0,69.3,1.96,14.7,0.0,64.1
2025-02-10 08:59:25.141142,33.63,36.311,1221.0,1273.1,0.959,30.4,44.1,22.5,318.3,1.0,0,0,60.7,2.33,6.4,0.0,59.6
2025-02-10 09:14:25.141142,33.69,45.489,1532.6,1566.1,0.9787,36.5,57.5,27.6,391.5,1.0,0,0,67.9,2.11,4.7,0.0,55.2
2025-02-10 09:29:25.141142,33.17,47.952,1590.4,1693.3,0.9392,40.9,51.8,26.6,423.3,1.0,0,0,56.9,2.51,9.6,0.0,54.8
2025-02-10 09:44:25.141142,33.68,35.732,1203.5,1312.1,0.9172,38.0,45.3,24.2,328.0,1.0,0,0,51.3,2.7,11.5,0.0,60.3
2025-02-10 09:59:25.141142,34.61,44.564,1542.4,1673.2,0.9218,32.7,48.4,24.1,418.3,1.0,0,0,72.9,7.35,18.1,0.0,57.5
2025-02-10 10:14:25.141142,33.95,46.925,1592.9,1686.3,0.9446,40.5,48.2,24.7,421.6,1.0,0,0,61.0,3.13,2.5,0.0,53.9
2025-02-10 10:29:25.141142,33.85,45.647,1545.3,1622.0,0.9527,37.3,50.1,25.3,405.5,1.0,0,0,56.2,3.49,5.6,0.0,55.5
2025-02-10 10:44:25.141142,33.32,44.784,1492.2,1602.6,0.9311,41.5,50.9,27.6,400.7,1.0,0,0,52.5,3.48,12.4,0.0,57.4
2025-02-10 10:59:25.141142,34.57,49.936,1726.5,1785.8,0.9668,34.5,43.9,23.7,446.4,1.0,0,0,56.4,3.56,11.1,0.0,55.2
2025-02-10 11:14:25.141142,34.43,60.016,2066.2,2229.9,0.9266,44.8,53.8,29.2,557.5,1.0,0,0,53.3,4.25,15.6,0.0,51.6
2025-02-10 11:29:25.141142,34.17,51.119,1746.9,1831.2,0.954,41.0,53.0,25.4,457.8,1.0,0,0,50.3,4.06,7.9,0.0,54.1
2025-02-10 11:44:25.141142,34.76,53.601,1863.3,1981.3,0.9404,40.6,50.1,23.8,495.3,1.0,0,0,45.5,4.22,18.4,0.0,55.1
2025-02-10 11:59:25.141142,34.62,55.578,1923.9,2115.1,0.9096,42.4,57.1,27.1,528.8,1.0,0,0,53.5,4.26,16.6,0.0,53.2
2025-02-10 12:14:25.141142,34.0,50.941,1731.8,1874.7,0.9237,45.4,49.1,31.6,468.7,1.0,0,0,39.7,4.2,20.3,0.0,56.6
2025-02-10 12:29:25.141142,34.74,63.852,2218.2,2281.3,0.9723,41.2,53.8,25.0,570.3,1.0,0,0,39.9,4.75,15.3,0.0,51.1
2025-02-10 12:44:25.141142,35.04,58.232,2040.3,2247.7,0.9077,41.1,50.0,26.9,561.9,1.0,0,0,44.0,4.75,14.3,0.0,51.0
2025-02-10 12:59:25.141142,33.62,49.631,1668.5,1733.0,0.9627,40.0,54.8,26.8,433.3,1.0,0,0,51.7,4.6,13.7,0.0,56.4
2025-02-10 13:14:25.141142,33.67,51.772,1743.1,1855.5,0.9395,43.8,51.4,30.1,463.9,1.0,0,0,49.4,5.14,17.0,0.0,55.7
2025-02-10 13:29:25.141142,34.47,45.732,1576.2,1679.0,0.9388,36.1,47.3,24.3,419.8,1.0,0,0,38.7,4.68,9.2,0.0,55.7
2025-02-10 13:44:25.141142,34.34,46.0,1579.4,1613.1,0.9791,37.3,52.6,27.8,403.3,1.0,0,0,49.8,4.48,11.6,0.0,56.9
2025-02-10 13:59:25.141142,34.54,39.103,1350.6,1402.7,0.9629,32.9,49.0,22.9,350.7,1.0,0,0,40.1,4.67,21.9,0.0,61.5
2025-02-10 14:14:25.141142,33.85,45.866,1552.4,1661.2,0.9345,38.7,51.8,25.9,415.3,1.0,0,0,37.1,4.72,14.7,0.0,56.7
2025-02-10 14:29:25.141142,32.89,44.687,1469.7,1515.5,0.9698,39.2,46.3,26.6,378.9,1.0,0,0,39.6,5.01,15.2,0.0,58.4
2025-02-10 14:44:25.141142,33.26,33.748,1122.5,1196.0,0.9385,36.1,44.6,26.8,299.0,1.0,0,0,30.5,4.94,14.5,0.0,62.3
2025-02-10 14:59:25.141142,34.25,36.032,1233.9,1217.5,1.0135,27.7,41.0,21.7,304.4,1.0,0,0,35.1,4.63,14.7,0.0,62.1
2025-02-10 15:14:25.141142,34.73,39.533,1372.9,1388.3,0.9889,29.9,43.6,20.1,347.1,1.0,0,0,35.4,4.73,17.0,0.0,60.2
2025-02-10 15:29:25.141142,32.92,29.889,984.1,998.8,0.9853,32.7,43.4,23.3,249.7,1.0,0,0,35.1,4.35,7.3,0.0,64.2
2025-02-10 15:44:25.141142,33.58,25.288,849.3,857.6,0.9903,27.4,48.1,22.1,214.4,1.0,0,0,30.7,4.73,9.6,0.0,67.4
2025-02-10 15:59:25.141142,34.23,25.364,868.2,852.4,1.0185,22.4,39.0,20.0,213.1,1.0,0,0,39.6,3.99,11.8,0.0,68.7
2025-02-10 16:14:25.141142,34.01,24.902,846.9,850.2,0.9961,25.1,36.3,19.7,212.6,1.0,0,0,34.1,4.09,10.7,0.0,69.8
2025-02-10 16:29:25.141142,33.58,16.623,558.2,537.9,1.0377,23.8,36.1,20.9,134.5,1.0,0,0,32.3,4.23,9.6,0.0,77.3
2025-02-10 16:44:25.141142,32.97,13.772,454.1,481.6,0.9429,30.6,42.3,24.8,120.4,1.0,0,0,31.3,3.86,10.3,0.0,81.7
2025-02-10 16:59:25.141142,32.3,10.343,334.1,342.0,0.9768,22.3,38.1,18.4,85.5,1.0,0,0,32.3,3.92,8.4,0.0,88.9
2025-02-10 17:14:25.141142,32.24,4.769,153.7,153.9,0.9988,27.1,35.4,22.2,38.5,1.0,0,0,33.6,3.32,6.9,0.0,0.0
2025-02-10 17:29:25.141142,32.36,0.84,27.2,26.2,1.0367,17.7,31.6,16.9,6.6,1.0,0,0,34.9,3.2,3.6,0.0,0.0
2025-02-10 17:44:25.141142,32.54,0.0,0.0,0.0,0.0,22.9,31.8,17.8,0.0,1.0,0,0,39.4,3.11,13.1,0.0,0.0
2025-02-10 17:59:25.141142,32.4,0.0,0.0,0.0,0.0,19.9,31.8,15.8,0.0,1.0,0,0,28.2,3.27,9.9,0.0,0.0
2025-02-10 18:14:25.141142,32.36,0.0,0.0,0.0,0.0,23.9,31.0,22.6,0.0,1.0,0,0,37.7,3.28,15.4,0.0,0.0
2025-02-10 18:29:25.141142,32.17,0.0,0.0,0.0,0.0,21.6,34.6,19.7,0.0,1.0,0,0,37.9,2.34,5.6,0.0,0.0
2025-02-10 18:44:25.141142,32.41,0.0,0.0,0.0,0.0,20.6,35.0,18.7,0.0,1.0,0,0,39.4,2.88,18.3,0.0,0.0
2025-02-10 18:59:25.141142,32.44,0.0,0.0,0.0,0.0,19.5,36.6,18.0,0.0,1.0,0,0,32.7,2.42,11.9,0.0,0.0
2025-02-10 19:14:25.141142,33.28,0.0,0.0,0.0,0.0,12.9,24.9,14.6,0.0,1.0,0,0,33.8,2.12,1.5,0.0,0.0
2025-02-10 19:29:25.141142,32.65,0.0,0.0,0.0,0.0,15.5,31.0,15.8,0.0,1.0,0,0,36.0,1.82,3.0,0.0,0.0
2025-02-10 19:44:25.141142,32.56,0.0,0.0,0.0,0.0,12.7,33.3,13.2,0.0,1.0,0,0,30.7,1.7,12.4,0.0,0.0
2025-02-10 19:59:25.141142,32.11,0.0,0.0,0.0,0.0,22.3,38.2,20.2,0.0,1.0,0,0,35.3,1.8,2.9,0.0,0.0
